STATUS,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,Labels,AGE
X,F,N,Y,1.0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-15256.0,-7583.5,1,0.0,0.0,10.0,0,41.79726027
0,F,N,Y,1.0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-15256.0,-7583.5,1,0.0,0.0,10.0,0,41.79726027
C,F,N,Y,0.0,90000.0,Working,Secondary / secondary special,Married,With parents,-9217.0,-1785.0,1,0.0,0.0,3.0,0,25.25205479
0,F,N,Y,0.0,90000.0,Working,Secondary / secondary special,Married,With parents,-9217.0,-1785.0,1,0.0,0.0,3.0,0,25.25205479
X,F,N,Y,0.0,90000.0,Working,Secondary / secondary special,Married,With parents,-9217.0,-1785.0,1,0.0,0.0,3.0,0,25.25205479
0,F,N,Y,2.0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-15812.0,-658.0,1,0.0,0.0,14.0,2,43.32054795
X,F,N,Y,2.0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-15812.0,-658.0,1,0.0,0.0,14.0,2,43.32054795
0,F,N,Y,0.0,135000.0,Working,Incomplete higher,Married,House / apartment,-14998.0,-1509.0,1,0.0,0.0,10.0,0,41.09041096
X,F,N,Y,0.0,135000.0,Working,Incomplete higher,Married,House / apartment,-14998.0,-1509.0,1,0.0,0.0,10.0,0,41.09041096
C,F,N,N,0.0,135000.0,Working,Secondary / secondary special,Married,With parents,-9864.0,-2089.0,1,0.0,0.0,11.0,0,27.02465753
0,F,N,N,0.0,135000.0,Working,Secondary / secondary special,Married,With parents,-9864.0,-2089.0,1,0.0,0.0,11.0,0,27.02465753
X,F,N,N,0.0,135000.0,Working,Secondary / secondary special,Married,With parents,-9864.0,-2089.0,1,0.0,0.0,11.0,0,27.02465753
0,F,Y,N,0.0,135000.0,Pensioner,Higher education,Married,House / apartment,-21538.0,3860.5,1,0.0,0.0,1.0,1,59.00821918
C,F,Y,N,0.0,135000.0,Pensioner,Higher education,Married,House / apartment,-21538.0,3860.5,1,0.0,0.0,1.0,1,59.00821918
0,F,Y,Y,0.0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22723.0,3860.5,1,0.0,0.0,1.0,1,62.25479452
1,F,Y,Y,0.0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22723.0,3860.5,1,0.0,0.0,1.0,1,62.25479452
C,F,Y,Y,0.0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22723.0,3860.5,1,0.0,0.0,1.0,1,62.25479452
C,F,N,N,0.0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,-17146.0,-1509.0,1,0.0,0.0,6.0,0,46.97534247
0,F,N,N,0.0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,-17146.0,-1509.0,1,0.0,0.0,6.0,0,46.97534247
X,F,N,N,0.0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,-17146.0,-1509.0,1,0.0,0.0,6.0,0,46.97534247
0,M,N,Y,0.0,270000.0,Working,Higher education,Separated,House / apartment,-16142.0,-5527.0,1,0.0,0.0,10.0,0,44.22465753
C,F,Y,Y,0.0,216000.0,Working,Secondary / secondary special,Married,House / apartment,-21216.0,-3641.0,1,0.0,0.0,10.0,0,58.1260274
0,F,Y,Y,0.0,216000.0,Working,Secondary / secondary special,Married,House / apartment,-21216.0,-3641.0,1,0.0,0.0,10.0,0,58.1260274
X,F,Y,Y,0.0,216000.0,Working,Secondary / secondary special,Married,House / apartment,-21216.0,-3641.0,1,0.0,0.0,10.0,0,58.1260274
0,F,N,Y,0.0,337500.0,Working,Higher education,Widow,House / apartment,-22613.0,-2970.0,1,0.0,0.0,0.0,2,61.95342466
C,F,N,Y,0.0,337500.0,Working,Higher education,Widow,House / apartment,-22613.0,-2970.0,1,0.0,0.0,0.0,2,61.95342466
X,F,N,Y,0.0,337500.0,Working,Higher education,Widow,House / apartment,-22613.0,-2970.0,1,0.0,0.0,0.0,2,61.95342466
X,M,N,Y,0.0,135000.0,Working,Secondary / secondary special,Single / not married,With parents,-11344.0,-1054.0,1,0.0,0.0,4.0,0,31.07945205
C,M,N,Y,0.0,135000.0,Working,Secondary / secondary special,Single / not married,With parents,-11344.0,-1054.0,1,0.0,0.0,4.0,0,31.07945205
0,M,N,Y,0.0,135000.0,Working,Secondary / secondary special,Single / not married,With parents,-11344.0,-1054.0,1,0.0,0.0,4.0,0,31.07945205
X,F,Y,Y,0.0,360000.0,State servant,Higher education,Separated,House / apartment,-19305.0,-1905.0,1,0.0,0.0,3.0,2,52.89041096
5,F,Y,Y,0.0,360000.0,State servant,Higher education,Separated,House / apartment,-19305.0,-1905.0,1,0.0,0.0,3.0,2,52.89041096
2,F,Y,Y,0.0,360000.0,State servant,Higher education,Separated,House / apartment,-19305.0,-1905.0,1,0.0,0.0,3.0,2,52.89041096
0,F,Y,Y,0.0,360000.0,State servant,Higher education,Separated,House / apartment,-19305.0,-1905.0,1,0.0,0.0,3.0,2,52.89041096
C,F,Y,Y,0.0,360000.0,State servant,Higher education,Separated,House / apartment,-19305.0,-1905.0,1,0.0,0.0,3.0,2,52.89041096
C,M,N,Y,0.0,247500.0,Working,Incomplete higher,Married,House / apartment,-9159.0,-413.0,1,0.0,0.0,3.0,0,25.09315068
X,M,N,Y,0.0,247500.0,Working,Incomplete higher,Married,House / apartment,-9159.0,-413.0,1,0.0,0.0,3.0,0,25.09315068
0,M,N,Y,0.0,247500.0,Working,Incomplete higher,Married,House / apartment,-9159.0,-413.0,1,0.0,0.0,3.0,0,25.09315068
C,M,Y,Y,1.0,198000.0,Working,Secondary / secondary special,Married,House / apartment,-15427.0,-3307.0,1,0.0,0.0,4.0,0,42.26575342
0,M,Y,Y,1.0,198000.0,Working,Secondary / secondary special,Married,House / apartment,-15427.0,-3307.0,1,0.0,0.0,4.0,0,42.26575342
X,M,Y,Y,1.0,198000.0,Working,Secondary / secondary special,Married,House / apartment,-15427.0,-3307.0,1,0.0,0.0,4.0,0,42.26575342
0,M,N,Y,0.0,148500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11819.0,-962.0,1,0.0,0.0,8.0,0,32.38082192
C,M,N,Y,0.0,148500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11819.0,-962.0,1,0.0,0.0,8.0,0,32.38082192
1,M,N,Y,0.0,148500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11819.0,-962.0,1,0.0,0.0,8.0,0,32.38082192
C,M,Y,Y,1.0,270000.0,Commercial associate,Higher education,Married,House / apartment,-14775.0,-5558.0,1,0.0,0.0,8.0,0,40.47945205
0,M,Y,Y,1.0,270000.0,Commercial associate,Higher education,Married,House / apartment,-14775.0,-5558.0,1,0.0,0.0,8.0,0,40.47945205
X,M,Y,Y,1.0,270000.0,Commercial associate,Higher education,Married,House / apartment,-14775.0,-5558.0,1,0.0,0.0,8.0,0,40.47945205
C,F,Y,Y,0.0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-13483.0,-5345.0,1,0.0,0.0,8.0,0,36.93972603
0,F,Y,Y,0.0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-13483.0,-5345.0,1,0.0,0.0,8.0,0,36.93972603
X,F,Y,Y,0.0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-13483.0,-5345.0,1,0.0,0.0,8.0,0,36.93972603
C,F,N,N,0.0,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15454.0,-354.0,1,0.0,0.0,8.0,0,42.33972603
0,F,N,N,0.0,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15454.0,-354.0,1,0.0,0.0,8.0,0,42.33972603
1,F,N,N,0.0,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15454.0,-354.0,1,0.0,0.0,8.0,0,42.33972603
X,M,Y,Y,0.0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-9145.0,-1509.0,1,0.0,0.0,8.0,0,25.05479452
1,M,Y,Y,0.0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-9145.0,-1509.0,1,0.0,0.0,8.0,0,25.05479452
0,M,Y,Y,0.0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-9145.0,-1509.0,1,0.0,0.0,8.0,0,25.05479452
C,F,Y,Y,1.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10490.0,-597.0,1,0.0,0.0,8.0,0,28.73972603
0,F,Y,Y,1.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10490.0,-597.0,1,0.0,0.0,8.0,0,28.73972603
0,F,N,N,0.0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14817.0,-1115.0,1,0.0,0.0,2.0,0,40.59452055
C,F,N,N,0.0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14817.0,-1115.0,1,0.0,0.0,2.0,0,40.59452055
1,F,N,N,0.0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14817.0,-1115.0,1,0.0,0.0,2.0,0,40.59452055
C,M,Y,Y,0.0,180000.0,Commercial associate,Higher education,Married,House / apartment,-9925.0,-1023.0,1,0.0,0.0,8.0,0,27.19178082
1,M,Y,Y,0.0,180000.0,Commercial associate,Higher education,Married,House / apartment,-9925.0,-1023.0,1,0.0,0.0,8.0,0,27.19178082
0,M,Y,Y,0.0,180000.0,Commercial associate,Higher education,Married,House / apartment,-9925.0,-1023.0,1,0.0,0.0,8.0,0,27.19178082
X,F,Y,Y,0.0,117000.0,State servant,Secondary / secondary special,Married,House / apartment,-13364.0,-2423.0,1,0.0,0.0,14.0,0,36.61369863
C,F,Y,Y,0.0,117000.0,State servant,Secondary / secondary special,Married,House / apartment,-13364.0,-2423.0,1,0.0,0.0,14.0,0,36.61369863
0,F,Y,Y,0.0,117000.0,State servant,Secondary / secondary special,Married,House / apartment,-13364.0,-2423.0,1,0.0,0.0,14.0,0,36.61369863
X,M,Y,Y,1.0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-9120.0,-1693.0,1,0.0,0.0,8.0,0,24.98630137
0,M,Y,Y,1.0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-9120.0,-1693.0,1,0.0,0.0,8.0,0,24.98630137
X,F,N,Y,0.0,202500.0,Pensioner,Higher education,Separated,House / apartment,-22998.0,3860.5,1,0.0,0.0,1.0,1,63.00821918
0,F,N,Y,0.0,202500.0,Pensioner,Higher education,Separated,House / apartment,-22998.0,3860.5,1,0.0,0.0,1.0,1,63.00821918
1,F,N,Y,0.0,202500.0,Pensioner,Higher education,Separated,House / apartment,-22998.0,3860.5,1,0.0,0.0,1.0,1,63.00821918
X,F,N,Y,2.5,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11870.0,-5072.0,1,0.0,0.0,8.0,0,32.52054795
0,F,N,Y,2.5,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11870.0,-5072.0,1,0.0,0.0,8.0,0,32.52054795
1,F,N,Y,2.5,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11870.0,-5072.0,1,0.0,0.0,8.0,0,32.52054795
0,F,N,N,0.0,157500.0,Working,Higher education,Civil marriage,With parents,-13231.0,-201.0,1,0.0,0.0,0.0,0,36.24931507
X,F,N,N,0.0,157500.0,Working,Higher education,Civil marriage,With parents,-13231.0,-201.0,1,0.0,0.0,0.0,0,36.24931507
C,F,N,Y,0.0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17733.0,-2362.0,1,0.0,0.0,16.0,0,48.58356164
0,F,N,Y,0.0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17733.0,-2362.0,1,0.0,0.0,16.0,0,48.58356164
1,F,N,Y,0.0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17733.0,-2362.0,1,0.0,0.0,16.0,0,48.58356164
C,F,N,Y,0.0,369000.0,State servant,Secondary / secondary special,Married,House / apartment,-17965.0,-2881.0,1,0.0,0.0,11.0,2,49.21917808
X,F,N,Y,0.0,369000.0,State servant,Secondary / secondary special,Married,House / apartment,-17965.0,-2881.0,1,0.0,0.0,11.0,2,49.21917808
0,F,N,N,0.0,135000.0,Working,Incomplete higher,Married,House / apartment,-16392.0,-2119.0,1,0.0,0.0,3.0,0,44.90958904
X,F,N,N,0.0,135000.0,Working,Incomplete higher,Married,House / apartment,-16392.0,-2119.0,1,0.0,0.0,3.0,0,44.90958904
C,F,N,Y,0.0,202500.0,Pensioner,Higher education,Single / not married,House / apartment,-18540.0,3860.5,1,0.0,0.0,1.0,1,50.79452055
0,F,N,Y,0.0,202500.0,Pensioner,Higher education,Single / not married,House / apartment,-18540.0,3860.5,1,0.0,0.0,1.0,1,50.79452055
X,F,N,Y,0.0,202500.0,Pensioner,Higher education,Single / not married,House / apartment,-18540.0,3860.5,1,0.0,0.0,1.0,1,50.79452055
2,F,N,N,0.0,180000.0,Working,Secondary / secondary special,Single / not married,With parents,-13396.0,-3853.0,1,0.0,0.0,12.0,0,36.70136986
1,F,N,N,0.0,180000.0,Working,Secondary / secondary special,Single / not married,With parents,-13396.0,-3853.0,1,0.0,0.0,12.0,0,36.70136986
0,F,N,N,0.0,180000.0,Working,Secondary / secondary special,Single / not married,With parents,-13396.0,-3853.0,1,0.0,0.0,12.0,0,36.70136986
C,F,N,N,0.0,180000.0,Working,Secondary / secondary special,Single / not married,With parents,-13396.0,-3853.0,1,0.0,0.0,12.0,0,36.70136986
0,F,N,Y,0.0,193500.0,Working,Secondary / secondary special,Married,House / apartment,-18391.0,-2331.0,1,0.0,0.0,8.0,0,50.38630137
X,F,N,Y,0.0,193500.0,Working,Secondary / secondary special,Married,House / apartment,-18391.0,-2331.0,1,0.0,0.0,8.0,0,50.38630137
C,F,N,Y,0.0,193500.0,Working,Secondary / secondary special,Married,House / apartment,-18391.0,-2331.0,1,0.0,0.0,8.0,0,50.38630137
C,M,N,N,0.0,121500.0,State servant,Incomplete higher,Single / not married,With parents,-11077.0,-3246.0,1,0.0,0.0,14.0,0,30.34794521
1,M,N,N,0.0,121500.0,State servant,Incomplete higher,Single / not married,With parents,-11077.0,-3246.0,1,0.0,0.0,14.0,0,30.34794521
0,M,N,N,0.0,121500.0,State servant,Incomplete higher,Single / not married,With parents,-11077.0,-3246.0,1,0.0,0.0,14.0,0,30.34794521
0,M,Y,Y,1.0,112500.0,Working,Higher education,Married,House / apartment,-11809.0,-536.0,1,0.0,0.0,0.0,0,32.35342466
1,M,Y,Y,1.0,112500.0,Working,Higher education,Married,House / apartment,-11809.0,-536.0,1,0.0,0.0,0.0,0,32.35342466
X,M,Y,Y,1.0,112500.0,Working,Higher education,Married,House / apartment,-11809.0,-536.0,1,0.0,0.0,0.0,0,32.35342466
C,M,Y,Y,1.0,112500.0,Working,Higher education,Married,House / apartment,-11809.0,-536.0,1,0.0,0.0,0.0,0,32.35342466
0,F,N,Y,0.0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14419.0,-2423.0,1,0.0,0.0,3.0,2,39.50410959
1,F,N,Y,0.0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14419.0,-2423.0,1,0.0,0.0,3.0,2,39.50410959
C,F,N,Y,0.0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14419.0,-2423.0,1,0.0,0.0,3.0,2,39.50410959
X,F,N,Y,0.0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14419.0,-2423.0,1,0.0,0.0,3.0,2,39.50410959
X,F,Y,Y,0.0,157500.0,Working,Higher education,Married,House / apartment,-14976.0,-3550.0,1,0.0,0.0,4.0,0,41.03013699
C,F,N,Y,0.0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8783.0,-536.0,1,0.0,0.0,14.0,0,24.0630137
0,F,N,Y,0.0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8783.0,-536.0,1,0.0,0.0,14.0,0,24.0630137
0,F,N,Y,1.0,157500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-13480.0,-1328.0,1,0.0,0.0,14.0,0,36.93150685
X,F,N,Y,0.0,225000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21151.0,3860.5,1,0.0,0.0,1.0,1,57.94794521
0,F,N,Y,0.0,225000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21151.0,3860.5,1,0.0,0.0,1.0,1,57.94794521
C,F,N,Y,0.0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-22751.0,-4219.0,1,0.0,0.0,15.0,0,62.33150685
0,F,N,Y,0.0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-22751.0,-4219.0,1,0.0,0.0,15.0,0,62.33150685
X,F,N,Y,0.0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-22751.0,-4219.0,1,0.0,0.0,15.0,0,62.33150685
C,F,N,Y,0.0,99000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-19967.0,3860.5,1,0.0,0.0,1.0,1,54.70410959
0,F,N,Y,0.0,99000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-19967.0,3860.5,1,0.0,0.0,1.0,1,54.70410959
X,F,N,Y,0.0,99000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-19967.0,3860.5,1,0.0,0.0,1.0,1,54.70410959
C,M,N,Y,0.0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20603.0,-1175.0,1,0.0,0.0,8.0,0,56.44657534
0,M,N,Y,0.0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20603.0,-1175.0,1,0.0,0.0,8.0,0,56.44657534
1,M,N,Y,0.0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20603.0,-1175.0,1,0.0,0.0,8.0,0,56.44657534
0,M,Y,Y,1.0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-10790.0,-2576.0,1,0.0,0.0,8.0,0,29.56164384
1,M,Y,Y,1.0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-10790.0,-2576.0,1,0.0,0.0,8.0,0,29.56164384
X,M,Y,Y,1.0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-10790.0,-2576.0,1,0.0,0.0,8.0,0,29.56164384
X,M,N,Y,1.0,135000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-14309.0,-1359.0,1,0.0,0.0,16.0,0,39.20273973
0,M,N,Y,1.0,135000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-14309.0,-1359.0,1,0.0,0.0,16.0,0,39.20273973
C,M,N,Y,1.0,135000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-14309.0,-1359.0,1,0.0,0.0,16.0,0,39.20273973
0,M,N,Y,0.0,162000.0,Working,Secondary / secondary special,Married,House / apartment,-10020.0,-536.0,1,0.0,0.0,9.0,0,27.45205479
1,M,N,Y,0.0,162000.0,Working,Secondary / secondary special,Married,House / apartment,-10020.0,-536.0,1,0.0,0.0,9.0,0,27.45205479
X,F,Y,Y,0.0,337500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20629.0,3860.5,1,0.0,0.0,1.0,1,56.51780822
0,F,Y,Y,0.0,337500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20629.0,3860.5,1,0.0,0.0,1.0,1,56.51780822
C,F,N,Y,1.0,108000.0,Working,Secondary / secondary special,Married,House / apartment,-10380.0,-3580.0,1,0.0,0.0,3.0,0,28.43835616
0,F,N,Y,1.0,108000.0,Working,Secondary / secondary special,Married,House / apartment,-10380.0,-3580.0,1,0.0,0.0,3.0,0,28.43835616
1,F,N,Y,1.0,108000.0,Working,Secondary / secondary special,Married,House / apartment,-10380.0,-3580.0,1,0.0,0.0,3.0,0,28.43835616
X,F,N,Y,1.0,108000.0,Working,Secondary / secondary special,Married,House / apartment,-10380.0,-3580.0,1,0.0,0.0,3.0,0,28.43835616
C,F,N,N,1.0,112500.0,Working,Secondary / secondary special,Married,With parents,-11499.0,-4006.0,1,0.0,0.0,3.0,0,31.50410959
0,F,N,N,1.0,112500.0,Working,Secondary / secondary special,Married,With parents,-11499.0,-4006.0,1,0.0,0.0,3.0,0,31.50410959
X,F,N,N,1.0,112500.0,Working,Secondary / secondary special,Married,With parents,-11499.0,-4006.0,1,0.0,0.0,3.0,0,31.50410959
1,F,N,N,1.0,112500.0,Working,Secondary / secondary special,Married,With parents,-11499.0,-4006.0,1,0.0,0.0,3.0,0,31.50410959
C,F,N,Y,0.0,202500.0,Working,Higher education,Separated,House / apartment,-18653.0,-6198.0,1,0.0,0.0,9.0,0,51.10410959
0,F,N,Y,0.0,202500.0,Working,Higher education,Separated,House / apartment,-18653.0,-6198.0,1,0.0,0.0,9.0,0,51.10410959
C,F,N,Y,0.0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-23537.0,-4888.0,1,0.0,0.0,11.0,0,64.48493151
X,F,N,Y,0.0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-23537.0,-4888.0,1,0.0,0.0,11.0,0,64.48493151
0,F,N,Y,0.0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-23537.0,-4888.0,1,0.0,0.0,11.0,0,64.48493151
1,F,N,Y,0.0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-23537.0,-4888.0,1,0.0,0.0,11.0,0,64.48493151
0,M,Y,Y,0.0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-20113.0,-1754.0,1,0.0,0.0,8.0,0,55.10410959
X,M,Y,Y,0.0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-20113.0,-1754.0,1,0.0,0.0,8.0,0,55.10410959
1,M,Y,Y,0.0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-20113.0,-1754.0,1,0.0,0.0,8.0,0,55.10410959
C,M,Y,Y,0.0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-20113.0,-1754.0,1,0.0,0.0,8.0,0,55.10410959
0,M,N,N,0.0,225000.0,Working,Secondary / secondary special,Single / not married,Co-op apartment,-11762.0,-293.0,1,0.0,0.0,8.0,0,32.22465753
X,M,N,N,0.0,225000.0,Working,Secondary / secondary special,Single / not married,Co-op apartment,-11762.0,-293.0,1,0.0,0.0,8.0,0,32.22465753
X,F,Y,Y,1.0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15355.0,-4403.0,1,0.0,0.0,14.0,0,42.06849315
0,F,Y,Y,1.0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15355.0,-4403.0,1,0.0,0.0,14.0,0,42.06849315
C,F,N,N,1.0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-14802.0,-1846.0,1,0.0,0.0,4.0,0,40.55342466
1,F,N,N,1.0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-14802.0,-1846.0,1,0.0,0.0,4.0,0,40.55342466
0,F,N,N,1.0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-14802.0,-1846.0,1,0.0,0.0,4.0,0,40.55342466
X,F,N,N,1.0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-14802.0,-1846.0,1,0.0,0.0,4.0,0,40.55342466
C,F,N,Y,1.0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13541.0,-3427.0,1,0.0,0.0,3.0,0,37.09863014
X,F,N,Y,1.0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13541.0,-3427.0,1,0.0,0.0,3.0,0,37.09863014
0,F,N,Y,1.0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13541.0,-3427.0,1,0.0,0.0,3.0,0,37.09863014
C,F,N,Y,0.0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-17271.0,-993.0,1,0.0,0.0,6.0,2,47.31780822
0,F,N,Y,0.0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-17271.0,-993.0,1,0.0,0.0,6.0,2,47.31780822
0,F,Y,Y,0.0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20267.0,3860.5,1,0.0,0.0,1.0,1,55.5260274
C,F,Y,Y,0.0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20267.0,3860.5,1,0.0,0.0,1.0,1,55.5260274
C,F,N,N,0.0,270000.0,Working,Secondary / secondary special,Civil marriage,Office apartment,-9184.0,-840.0,1,0.0,0.0,14.0,0,25.16164384
0,F,N,N,0.0,270000.0,Working,Secondary / secondary special,Civil marriage,Office apartment,-9184.0,-840.0,1,0.0,0.0,14.0,0,25.16164384
1,M,Y,Y,2.0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-15210.0,-4707.0,1,0.0,0.0,16.0,0,41.67123288
0,M,Y,Y,2.0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-15210.0,-4707.0,1,0.0,0.0,16.0,0,41.67123288
X,M,Y,Y,2.0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-15210.0,-4707.0,1,0.0,0.0,16.0,0,41.67123288
X,F,N,Y,0.0,157500.0,Working,Higher education,Married,House / apartment,-17791.0,-5072.0,1,0.0,0.0,14.0,0,48.74246575
0,F,N,Y,0.0,157500.0,Working,Higher education,Married,House / apartment,-17791.0,-5072.0,1,0.0,0.0,14.0,0,48.74246575
X,F,N,N,0.0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22335.0,3860.5,1,0.0,0.0,1.0,1,61.19178082
0,F,N,N,0.0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22335.0,3860.5,1,0.0,0.0,1.0,1,61.19178082
X,M,N,N,0.0,180000.0,Working,Higher education,Single / not married,House / apartment,-9503.0,-354.0,1,0.0,0.0,10.0,0,26.03561644
C,M,N,N,0.0,180000.0,Working,Higher education,Single / not married,House / apartment,-9503.0,-354.0,1,0.0,0.0,10.0,0,26.03561644
0,M,N,N,0.0,180000.0,Working,Higher education,Single / not married,House / apartment,-9503.0,-354.0,1,0.0,0.0,10.0,0,26.03561644
C,F,Y,Y,0.0,270000.0,Commercial associate,Higher education,Married,House / apartment,-22159.0,-5864.0,1,0.0,0.0,8.0,0,60.70958904
0,F,Y,Y,0.0,270000.0,Commercial associate,Higher education,Married,House / apartment,-22159.0,-5864.0,1,0.0,0.0,8.0,0,60.70958904
1,F,Y,Y,0.0,270000.0,Commercial associate,Higher education,Married,House / apartment,-22159.0,-5864.0,1,0.0,0.0,8.0,0,60.70958904
X,F,Y,Y,0.0,270000.0,Commercial associate,Higher education,Married,House / apartment,-22159.0,-5864.0,1,0.0,0.0,8.0,0,60.70958904
C,M,Y,N,0.0,202500.0,Working,Higher education,Married,House / apartment,-15181.0,-3062.0,1,0.0,0.0,0.0,0,41.59178082
0,M,Y,N,0.0,202500.0,Working,Higher education,Married,House / apartment,-15181.0,-3062.0,1,0.0,0.0,0.0,0,41.59178082
1,M,Y,N,0.0,202500.0,Working,Higher education,Married,House / apartment,-15181.0,-3062.0,1,0.0,0.0,0.0,0,41.59178082
X,M,Y,N,0.0,202500.0,Working,Higher education,Married,House / apartment,-15181.0,-3062.0,1,0.0,0.0,0.0,0,41.59178082
0,M,Y,Y,1.0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-15212.0,-1267.0,1,0.0,0.0,4.0,0,41.67671233
X,M,Y,Y,1.0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-15212.0,-1267.0,1,0.0,0.0,4.0,0,41.67671233
